"FMID","MarketName","xf","yf"
1007126,"Sakonnet Growers’ Market",-71.213400,41.625900
1002062,"Salamanca Farmers market",-78.717060,42.154960
1000620,"Salem Farmers Market",-75.468051,39.572153
1000630,"Salem Farmers Market",-91.538100,37.648000
1001068,"Salem Farmers Market",-73.326000,43.181200
1002822,"Salem Farmers Market",-80.554800,39.281800
1005214,"Salem Farmers Market",-80.058638,37.292988
20295,"Salem Farmers' Market",-72.259700,41.480700
1003412,"Salem Farmers' Market (Massachusetts)",-70.894631,42.520759
1004150,"Salem NH Farmers Market",-71.229100,42.799100
1004183,"Salem Public Market",-123.029999,44.920896
1002434,"Salem Saturday Market",-123.037000,44.942100
1002435,"Salem Saturday Market",-123.029000,44.943000
1002436,"Salem Saturday Market",-123.011000,44.958700
1005167,"Salina Farmers Market",-97.596000,38.833600
1004879,"Salinas \"Alisal\" Farmers Market",-121.634166,36.673427
1000850,"Salinas Sunday CFM",-121.665000,36.674700
1004988,"Saline Farmers Market",-83.780966,42.166012
1004989,"Saline Farmers Market",-83.775698,42.177184
1004990,"Saline Farmers Market",-83.787217,42.179521
20296,"Salisbury \"shore fresh\" farmers market",-75.595400,38.365600
1001495,"Salisbury-Rowan County Farmers Market",-80.473216,35.668344
1008197,"Salish Crossing Farmer's Market",-122.383594,47.809985
1002486,"Salmon Creek Farmers' Market",-122.657332,45.716862
1002485,"Salmon Creek Farmers' Market at Legacy Hospital",-122.648554,45.720387
1001724,"Salmon Tract Farmers Market",-114.575000,42.353200
1004113,"Salmonberry Naturals Organic Farmers Market",-124.101000,43.974600
20297,"Salomon Spring Market & Salomon Farmers' Market",-85.152200,41.175400
1005040,"Salt Lake City Downtown Farmers Market",-111.901114,40.762118
1005262,"Salt Lake Municipal Lot (People's Open Market)",-157.904112,21.346145
1000177,"SaltAir Farmers' Market",-85.297200,29.814700
1002055,"Saluda County Farmers Market",-81.660600,33.845100
1002772,"Saluda Outdoor Farmers Market",-76.633600,37.542900
1003295,"Sammamish Farmers Market",-122.035595,47.601774
20298,"Sampson Farmers Market",-78.321800,34.996900
1004522,"San Antonio Farmers Market",-98.529913,29.587117
1004520,"San Antonio Farmers Market Association - Leon Valley",-98.613282,29.500777
1004519,"San Antonio Farmers Market at St. Matthews",-98.550282,29.543276
1004521,"San Antonio Farmers Market Olmos Basin",-98.494735,29.494306
1007789,"San Antonio Food Bank Farmers' Market Association",-98.492800,29.425500
1002381,"San Bernardino Farmers Market",-117.305000,34.136000
1006596,"San Bruno Farmers' Market",-122.418844,37.635853
1007861,"San Carlos CFM",-122.259000,37.504300
1007252,"San Clemente Village Farmers Market",-72.730100,41.755600
1005361,"San Deigo Barrio Marketplace Certified Farmers Market",-117.143000,32.710600
1001824,"San Diego Carmel Creek",-117.232000,32.914200
1007341,"San Diego Clairemont Farmers Market",-117.168000,32.820200
1001379,"San Diego College Farmers Market",-117.063000,32.763100
1005745,"San Diego East Village Farmers Market",-116.733000,33.035800
1002752,"San Diego Gaslamp Third Avenue Certified Farmers Market and Asian Bazar",-119.601000,37.241700
1000884,"San Diego Little Italy Mercato",-117.168288,32.722981
1007864,"San Diego Mira Mesa Farmers Market",-119.601000,37.241700
1008869,"San Diego Public Farmers' Market",-117.147687,32.702341
1007851,"San Diego Tu Mercado Certified Farmers Market",-117.187000,32.772000
1008699,"San Dimas CFM",-117.804229,34.107023
1000385,"San Felipe Farmers Market",-106.404400,35.416460
1001965,"San Francisco Alemany Farmers Market",-122.408598,37.737345
1001014,"San Francisco Cannery Farmers Market",-122.419000,37.807800
1000978,"San Francisco Farmers Market Parkmerced",-122.427000,37.655500
1002738,"San Francisco Farmers' Market at Crocker Galleria",-122.403027,37.789506
1004673,"San Francisco Fillmore Farmers Market",-122.432000,37.781500
1001902,"San Geronimo Valley Farmers Market",-122.671000,38.015400
20299,"San Jacinto Valley Certified Farmers' Market",-116.959000,33.759000
1004449,"San Joaquin County Hospital CFM",-121.282000,37.885400
1005215,"San Jose City Hall FM",-121.885000,37.336300
1007359,"San Jose Evergreen Farmers Market",-121.779000,37.315300
1007347,"San Jose Mexican Heritage Farmers Market",-121.930000,37.390700
1004141,"San Juan Farmers Market",-123.067000,48.539400
1008601,"San Juan Island Farmers Market",-123.016215,48.533741
1002736,"San Leandro Farmers' Market at Bayfair Center",-122.123530,37.700656
1005888,"San Lorenzo FM",-122.127000,37.679400
1002024,"San Luis Obispo Gottschalk Farmers Market",-120.680000,35.261300
1004436,"San Luis Obispo Higuera Farmers Market",-120.665000,35.279000
1000830,"San Marcos Certified Farmers' Market",-117.163450,33.126905
1004612,"San Marcos/New Braunfels Farmers Market Association",-97.937531,29.881728
1004613,"San Marcos/New Braunfels Farmers Market Association",-97.940672,29.882251
1007859,"San Mateo Event Center CFM",-122.303000,37.546000
1006598,"San Mateo Farmers' Market",-122.337699,37.533143
1007257,"San Miguel Farmers Market",-120.697000,35.747700
1001205,"San Rafael Downtown Farmers Market",-122.529000,37.973300
20300,"San Ramon Farmers Market",-121.961000,37.763600
1004962,"San Tan Village Farmers' Market",-111.743000,33.307900
1002238,"Sanbornton Farmer's Market",-71.604572,43.534957
1003736,"Sand Lake Farmers' Market",-81.488643,28.450355
1003047,"Sandhill Farmers Market",-80.875812,34.132215
1006639,"Sandhills Farmers Green Market",-79.468467,35.194695
1006640,"Sandhills Farmers Green Market",-79.464819,35.205461
1001157,"Sandpoint Farmers' Market at Sandpoint",-116.551378,48.275171
1000289,"Sandusky Farmers Market",-82.833700,43.421200
1001897,"Sandwich Farmers Market",-71.410103,43.785967
1002903,"Sandwich Farmers Market",-70.493000,41.753500
1007495,"Sandy Hook Farmers Market",-73.282100,41.420100
1007791,"Sandy Hook Organic Farmers Market",-73.281800,41.420000
1008293,"Sandy Hook Organic Farmers Market",-73.272463,41.406440
1007792,"Sandy River Farmers Market",-70.152800,44.669600
1002437,"Sandy Springs Farmers Market",-84.383800,33.918500
1001092,"Sanford Farmers Market",-84.370600,43.679600
1006060,"Sanford Farmers Market",-81.267000,28.811600
1004909,"Sanford Farmers' Market",-70.774586,43.438766
1004910,"Sanford Farmers' Market",-70.796625,43.465611
1000593,"Sanger Farmers' Market & Street Faire",-119.557292,36.706351
1008523,"Sanibel Island Farmers Market",-82.073300,26.440518
1000054,"Sankofa Farmers Market",-90.039546,29.966307
1005164,"Santa Ana CFM",-117.867000,33.747100
1006691,"Santa Barbara Farmers Market",-119.695000,34.419900
1006692,"Santa Barbara Farmers Market",-119.697000,34.417700
1006693,"Santa Barbara Farmers Market",-119.872000,34.429300
1000007,"Santa Barbara La Cumbre Farmers Market",-119.747000,34.437800
1007353,"Santa Clara Farmers' Market",-121.946420,37.347995
1003834,"Santa Clarita Certified Farmers' Market",-118.572056,34.408240
1005281,"Santa Cruz Farmers' Market",-122.027037,36.972476
1008287,"Santa Cruz River Farmers' Market",-110.985710,32.219926
1006077,"Santa Fe Farmers Market - Southside Market",-106.015710,35.644519
1006078,"Santa Fe Farmers' Market",-105.949091,35.682134
1005824,"Santa Maria CFM",-120.475218,35.043957
1001944,"Santa Monica CFM",-118.447000,34.017200
1008567,"Santa Monica Farmers Market - Saturday Downtown",-118.493595,34.015091
1008570,"Santa Monica Farmers Market - Saturday Pico",-118.468614,34.021202
1003123,"Santa Monica Farmers Market - Sunday Main Street",-118.484000,34.001800
1008564,"Santa Monica Farmers Market - Wednesday Downtown",-118.493595,34.015091
1003038,"Santa Paula CFM",-119.106000,34.381700
1004176,"Santa Rosa Downtown CFM",-122.715000,38.439300
1004836,"Santa Rosa Oakmont CFM",-122.607000,38.441400
1006599,"Santa Teresa Farmers' Market",-121.800400,37.237085
1003216,"Santana Row CFM",-121.946000,37.321000
1002420,"Santee Certified Farmer's Market",-116.999159,32.852108
1007261,"Sara Hardy Downtown Farmers Market",-85.624650,44.765760
1008303,"Saracen Landing Farmers Market",-92.004622,34.230644
1001699,"Saranac Lake Village Farmers Market",-74.131200,44.327000
1004292,"Sarasota Downtown Farmers Market",-82.486600,27.353600
1002746,"Saratoga Farmers' Market",-122.013066,37.266130
1005523,"Saratoga Farmers' Market",-73.781590,43.085390
1005524,"Saratoga Farmers' Market",-73.798084,42.867173
1005525,"Saratoga Farmers' Market",-73.790531,42.977274
1005625,"Saratoga Springs Community Market",-111.909442,40.384540
1004047,"Sarvers Hill Farmers Market",-79.571000,40.396400
20301,"Sassy Pea Market/Good Earth Petting Farm (at The Good Earth Day School)",-97.818500,30.565000
1007136,"Saturday Farmers Market",-71.318100,41.748500
1005017,"Saturday Farmers Market on Broad",-81.966300,33.472900
1004671,"Saturday Market",-35.543500,77.058300
1001518,"SATURDAY Market - Havre Montana",-109.677372,48.553120
1006242,"Saturday Market At The Port Of Ilwaco",-123.999000,46.316700
1007065,"Saturday Market of Lake County",-120.345000,42.191100
1003622,"Saturday Morning Market at Steele Wines",-122.875312,38.993016
1002770,"Saturday Produce Market",-88.897400,39.884900
1007266,"Saturday's Market",-76.673000,40.182800
1006645,"Saucier Farmers Market",-89.138800,30.663300
1006273,"Saucon Valley Farmers' Market",-75.344211,40.579731
1003225,"Sauder's Farmers Market",-76.822800,42.904900
1007242,"Saugerties Farmers Market (Summer)",-73.949400,42.079400
1007250,"Saugerties Winter Farmers Market",-73.954900,42.084800
1004538,"Saugus/Cliftondale",-71.011047,42.465142
1005425,"sauk city farmers market",-89.719500,43.273800
1006544,"Sauk County Farmers Market at Reedsburg",-90.002400,43.532900
1004129,"Sault Ste.Marie Farmers' Market",-84.345765,46.500192
1002979,"Sausalito CFM",-122.481000,37.857300
1005650,"Savannah State Farmers Market",-81.232000,32.109800
1000275,"Saw Mill Farmers Market",-73.899107,40.935594
1008902,"Sawmills Farmer's Market Association Inc",-81.480000,35.818600
1003040,"Sawyer Farmers Market",-87.368100,46.332900
20302,"Saxony Market",-85.922100,39.982100
1008776,"scalp ave farmers market",-78.864605,40.284176
1001762,"Scappoose Community Cub Farmers Market",-122.876800,45.757230
1000681,"Scarborough Farmers' Market",-70.339300,43.590100
1000747,"Scarsdale Farmers Market",-73.796600,40.988800
1003624,"Schaghticoke Farmers Market",-73.616600,42.865300
1000043,"Schenectady County Farm Bureau Farmers Market",-73.900309,42.801840
1006449,"Schenectady Ellis Health Center Farmers Market",-73.916100,42.804000
1005732,"Schenectady Greenmarket",-73.940319,42.813781
1005734,"Schenectady Greenmarket",-73.941649,42.812498
1000935,"Schererville Farmer's Market",-87.445743,41.489019
1001171,"Schlafly Farmers Market",-90.313750,38.613010
1008105,"Schlafly Farmers Market - Winter Market",-90.315303,38.613025
20303,"Schmidt's Farm and Greenhouses",-111.958000,40.594900
1000492,"Schoharie County Festival Farmers Market",-74.466845,42.680172
1000576,"Schoolcraft Farmers Market",-85.637143,42.116786
1008703,"Schranz Nut and Honey Farm",-92.605401,38.297467
1001694,"Schroon Lake Farmers Market",-73.761829,43.838368
1001224,"Schuyler Community Farmers Market",-78.701400,37.790100
1001116,"Schuyler County Farm & Craft Market",-76.845200,42.347300
1002689,"Schuyler County Farmers' Market",-92.500000,40.485800
1000267,"Schuyler Farmers Market",-96.963900,41.612800
1005319,"Schuylkill River Park",-75.181140,39.949030
1006945,"Scituate",-70.786300,42.218800
1002017,"scituate farmers market",-71.586400,41.832000
1002852,"Scotch Plains Farmers Market",-74.398230,40.649820
1001386,"Scotland County Farmers Market",-92.170300,40.458100
1007444,"Scotland Farmers Market",-72.082500,41.698500
1000422,"Scott County Farmers Market",-85.769717,38.684203
1005955,"Scott County Farmers' Market",-84.559000,38.210200
1008022,"Scottdale Farmers Market",-79.586785,40.101480
1005282,"Scotts Valley Farmers Market",-122.028000,37.050400
1004315,"Scottsbluff Farmers Market",-103.663000,41.864500
1002004,"Scottsboro Farmers Market",-86.064100,34.693200
1001558,"Scottsdale's Old Town Farmers' Market",-111.924934,33.491778
1005717,"Scottsville Community Farmers Market",-78.495300,37.798300
1006283,"Scottsville Farmers Market",-78.495600,37.798800
1006284,"Scottsville Farmers Market",-77.772100,43.031600
1002256,"Scottsville Midweek Farmers' Market",-77.755481,43.019298
1005517,"Scottville Farmers' Market",-86.280162,43.954595
1007084,"Scranton Cooperative Farmers Market",-75.663300,41.421500
1001734,"Scripps Ranch Farmers Market & Family Festival",-117.095507,32.935538
1006761,"Seacoast Eat Local Winter Farmers' Market",-70.860852,43.215710
1006762,"Seacoast Eat Local Winter Farmers' Market",-71.000632,43.015720
1008348,"seaford farmes market",-73.494415,40.667098
1001584,"Searcy Certified Farmers Market",-91.612400,35.203900
1000521,"Seaside Farmers Market",-86.137705,30.320118
1007813,"Seaside Farmers Market",-123.914000,46.008600
1003397,"Seaside Park Marina Farmers Market",-74.077600,39.930200
1001971,"Seattle City Hall Farmers Market featuring Pike Place Market Express",-122.331000,47.603600
1004487,"Sebastopol CFM",-122.822679,38.402293
20304,"Second Street Farmer's Market",-79.047800,37.583000
1005619,"Second Street Plaza Farmers' Market",-122.395785,37.785046
1000220,"Security Farmers Market and Art Market",-104.741000,38.752800
1001755,"Sedalia Area Farmers' Market",-93.250912,38.694488
1005861,"Sedona Community Farmers' Market",-111.791000,34.850200
1003489,"Sedro-Woolley Farmers Market",-122.238900,48.505550
1002078,"Seguin Farmers and Artisans Market",-97.987168,29.570966
1003518,"Seguin Gardens Market",-87.764800,41.834300
1000330,"SEIGLER FARMS",-98.489776,33.913202
1000331,"SEIGLER FARMS",-98.196300,33.814800
1003366,"Selbyville Farmers Market",-75.220012,38.458061
1000936,"Selma Farmers Market",-119.612000,36.568700
1005781,"Selma/Dallas County Farmers Market",-87.039034,32.405600
1002724,"Seminole Heights Sunday Morning Market",-82.455289,27.991071
1002725,"Seminole Heights Sunday Morning Market",-82.475409,27.936422
1002726,"Seminole Heights Sunday Morning Market",-82.347212,28.188570
1004004,"Seneca Falls Farmers Market",-76.800356,42.909889
1000517,"Seneca Farmers Market",-96.070700,39.838300
1004859,"Seneca Farmers Market",-82.951500,34.685100
1004465,"Sequim Open Aire Market",-123.103677,48.080806
1006842,"Sesser The Tuesday Sale",-89.054000,38.067100
1001621,"Seven Harvest Farmers Market",-89.909400,35.199200
1007634,"Seventh Place Farmers Market",-93.091000,44.949700
1004905,"Seventh Place Mall Market",-93.096900,44.948300
1007594,"Severna Park Farmers' Market",-76.528100,39.058000
1006848,"Seward Farmers Market",-97.092500,40.912400
1003871,"Seward Tower East Farmers Market",-93.235600,44.967500
1003872,"Seward Tower West Farmers Market",-93.235900,44.964000
1002346,"Seymour Farmers Market",-83.749800,35.866200
1002794,"Seymour Farmers Market",-73.075700,41.391800
1005028,"Seymour Farmers Market",-88.330300,44.512400
1005537,"SFC Farmers' Market at Sunset Valley",-97.806462,30.230993
1005538,"SFC Farmers' Market at The Triangle",-97.734032,30.314108
1005535,"SFC Farmers' Market Downtown",-97.747073,30.267991
1005536,"SFC Farmers' Market East",-97.710534,30.281278
1003922,"Shacktown Farmers Market",-80.587000,36.115700
1007800,"Shady Grove Farmers' & Artisans' Market",-77.198000,39.102400
1000471,"Shandon United Methodist Church Farmers Market",-80.992500,33.997400
1005767,"Sharon Springs Farmers Market",-74.617252,42.795180
1004595,"Shasta Growers Association Certified Farmers Markets",-122.381000,40.572800
1004596,"Shasta Growers Association Certified Farmers Markets",-122.378000,40.591100
1004597,"Shasta Growers Association Certified Farmers Markets",-122.289000,40.436500
1003435,"Shawano Farmers Market",-88.607570,44.781190
1002005,"Shawnee Farmers Market",-96.922200,35.326100
1007416,"Shawnee Farmers Market",-94.715200,39.023400
1006733,"Shawsville Farmers' Market",-80.255939,37.167385
1003066,"Sheboygan Farmers Market",-87.713260,43.756160
1005612,"Sheffield Farmers' Market",-73.353992,42.110643
1004885,"Shelburne Falls Farmers Market",-72.737200,42.608000
1004655,"Shelburne Farmers Market",-73.227600,44.378300
1001952,"Shelby County Farmer's Market",-92.037706,39.705866
1000193,"Shelby County Farmers Market",-85.777020,39.524500
1000975,"Shelby County Farmers Market",-85.237100,38.212500
1001280,"Shelby County Farmers Market",-95.338583,41.645466
1005542,"Shelby County Farmers Market II",-85.344500,38.222000
1008144,"Shelby Farmers' Market",-82.658451,40.881374
1000001,"Shelby Food and Craft Market",-111.856000,48.504100
1003948,"Shelby Twp Farmers Market",-83.034300,42.661900
1006850,"Sheldon Farmers Market",-95.850000,43.185500
1003008,"Shellsburg Farmers Market",-91.870700,42.092900
1000564,"Shelter Cove CFM",-124.067000,40.026000
1007510,"Shelton - Jones Family Farm Farmers’ Market",-73.172800,41.332900
1001161,"Shelton Farmers Market",-123.102214,47.214300
1007449,"Shelton Farmers Market",-73.122600,41.303700
20305,"Shelton's Farm Market",-86.248400,41.798600
1002351,"Shenandoah Farmers Market",-76.202700,40.823200
1006483,"Shenandoah Garden City Market",-95.371400,40.765100
1006629,"Shepherdstown Farmers Market I",-77.806700,39.429400
1001771,"Shepherdstown Farmers Market II",-77.813200,39.433000
1001770,"Shepherdstown Farmers Market III",-77.806700,39.429400
1001108,"Sheridan Farmers Market",-106.955069,44.799617
1002489,"Sheridan Farmers' Market",-112.197361,45.456458
1008291,"Sherman County Farmers Market",-98.966578,41.274801
1004694,"Sherwood Saturday Farmers Market",-122.843000,45.356000
1003105,"Shields Valley Farmers Market",-110.604000,45.884500
1007712,"Shillington Farmers market",-75.953800,40.308200
1006366,"Shiloh Community Farmers' Market",-73.367087,40.753111
1004795,"Shiprock Farmers' Market",-108.700104,36.755940
1006201,"Shore Bank (Chicago) Farmers Market",-87.576000,41.767000
1000485,"Shore Fresh Growers Farmers Markets",-75.596859,38.364878
1000487,"Shore Fresh Growers Farmers Markets",-75.692582,38.203065
1004337,"Shoreview Farmers Market",-93.130800,45.080300
1000786,"SHORTSVILLE - MANCHESTER FARMERS MARKET",-77.224660,42.958590
1001875,"Show Low Main Street Farmers' Market & Art Walk",-110.031000,34.253400
1005359,"Shreveport Farmers' Market",-93.744428,32.513164
1001613,"Shull's Farmer and Gardener Co-op",-81.858800,36.396100
1007423,"Sibley Farmers Market",-95.750300,43.400000
1007363,"Sideling Hill Turnpike Plaza Farmers Market",-78.015800,40.071300
1004258,"Sidney Farmers' Market",-75.390300,42.314200
1004771,"Sierra County Farmers' Market",-107.248363,33.129106
1001044,"Sierra Fresh Farmers Market",-121.282732,38.749913
1005576,"Sierra Madre CFM",-118.053000,34.160900
1001867,"Sierra Vista Farmers Market",-110.267001,31.555533
1004906,"Signal Hill Farmers Market",-93.083000,44.911100
1000130,"Signal Mountain Farmers' Market",-85.322109,35.163307
20306,"Siler's Farm Market",-78.351200,42.652600
1008456,"Siletz Valley Farmers Market",-123.917673,44.722577
1008148,"Siloam Springs Farmers Market",-94.541517,36.185980
1004796,"Silver City Farmers' Market",-108.276100,32.773090
1001065,"Silver Creek Farmers Market",-95.637200,41.112600
1006797,"Silver Spring FRESHFARM Market",-77.026310,38.996030
1008498,"Silver Springs Farmers Market",-119.224607,39.415471
1005679,"Silver Springs On-Farm Green-Market",-119.231712,39.394691
1004948,"Silverdale Farmers Market",-122.695999,47.643302
1005772,"Silverton Farmers Market",-122.784000,45.004600
1002367,"Silverton Market",-122.762000,44.985800
1001937,"Simi Valley Certified Farmers' Market",-118.717892,34.285792
1008188,"Simple Living Farmers Market",-91.778203,43.525775
1003271,"Simply Homegrown: A Farmers' Market",-83.400600,34.878600
1000164,"Simpsonville Farmers Market",-82.258200,34.736500
1007801,"SIMSBURY FARMERS’ MARKET",-72.810000,41.861600
1001568,"Sioux City Farmers Market",-96.409063,42.491656
1003103,"Sioux Empire Farmers Market",-96.722431,43.548175
1008377,"Sioux Empire Farmers Market - Wednesday Market",-96.741463,43.503924
1002858,"Sistersville Farmers Market",-81.000100,39.560900
1003169,"Sitka Farmer's Market",-135.340944,57.050689
1006614,"Six Rivers Market",-116.555000,48.274000
1001299,"Skandia Farmers Market",-87.238100,46.374600
1005480,"Skaneateles Farmers Market",-76.430340,42.950940
1004576,"Skip's Open-Air European Farmers Market",-86.702800,41.819400
1005350,"Skippack Farmers Market",-75.404500,40.227400
1006813,"Skowhegan Farmers Market",-69.718037,44.769162
1004483,"SKY Farmers Market",-86.432500,36.993230
1008868,"Skyridge Outdoor Market",-119.248691,39.607890
1004866,"Skyway Farmers Market",-122.244000,47.497300
1007091,"Slate Belt Farmers Market",-75.073100,40.855100
1002266,"Slayton Farmers Market",-95.756700,43.993000
1000986,"SLC People's Market",-111.917530,40.746885
20307,"Slippery Rock Community Farmers Market",-80.030300,41.037800
1000337,"SLO Grange Farmers Market",-120.652000,35.263700
1007814,"Small Farms Network Butler County Market",-90.473873,36.665092
1006104,"Smart Markets Bristow",-77.594454,38.774489
1006102,"Smart Markets Lorton",-77.255049,38.697696
1008086,"Smart Markets Manassas Park",-77.442363,38.766720
1006100,"Smart Markets Oakton",-77.302140,38.884910
1006101,"Smart Markets Reston",-77.360787,38.945434
1006103,"Smart Markets Springfield",-77.175747,38.777416
1006721,"Smith County Farmer' Market",-98.790095,39.784736
1007377,"Smith County Fruit & Vegetable Association F M",-85.949100,36.237200
1000596,"Smithfield Farmers Market",-76.631267,36.981648
1005205,"Smithfield Farmers Market",-78.345212,35.510483
1007143,"Smyrna Farmers Market",-86.523600,35.982200
1008895,"SMYRNA FARMERS' MARKET",-75.606500,39.299252
1001467,"Snellville Farmers Market",-84.016057,33.858021
1003358,"Snohomish Farmers Market",-122.091720,47.911643
1002488,"Snow Hill Farmers Market",-75.394388,38.176878
1004797,"Socorro Farmers' Market",-106.893000,34.057300
1004798,"Socorro Farmers' Market",-106.892709,34.053298
1000090,"Socrates Sculpture Park Greenmarket",-73.935900,40.767600
1004111,"Soda Springs Farmers Market",-111.605000,42.654600
1006720,"Sodus Farmers' Market",-77.065870,43.236171
1003836,"Solana Beach Farmers Market",-117.269204,32.987194
1002553,"Soldotna Wednesday Market",-151.058000,60.484300
1003583,"Soledad FM",-121.330000,36.427500
1000925,"Soliare Shoppes Farmers Market",-105.064616,39.857541
1002580,"SOLON FARMERS MARKET",-91.836000,46.348500
1002579,"Solon Springs Family Fun Days Farmers' Market",-91.822411,46.353274
1006898,"Solon Township Farmers Market",-85.611226,43.241209
1006690,"Solvang CFM",-120.140000,34.595000
1007438,"SOMERS FARMERS’ MARKET",-72.444200,41.985600
1008766,"Somerset County Farmers' Market",-79.078083,40.008411
1003162,"Somerset Farmers Market",-84.620148,37.060301
1006994,"SOMERSET FARMERS' MARKET",-82.299507,39.807077
1006248,"Somersville CFM",-121.842000,38.003300
1007721,"Somerville Farmers Market",-74.610200,40.567700
1006942,"Somerville Winter Farmers' Market",-71.105900,42.389500
1002046,"Somerville/Davis Square",-71.123278,42.395319
1005918,"Sonoita Growers Market",-110.656000,31.684400
1004837,"Sonoma Friday CFM",-122.475000,38.295300
1006255,"Sonora's Certified Farmers'Market",-120.381403,37.983631
1008062,"Soulard Farmers Market",-90.201077,38.610769
1008529,"South & Passyunk Farmers' Market",-75.150366,39.941569
1002114,"South Anchorage Farmers' Market",-149.865468,61.142479
1002115,"South Anchorage Farmers' Market",-149.860532,61.119905
1002571,"South Austin Farmers Market",-97.757900,30.233400
1001350,"South Bend Farmers Market",-86.209800,41.674600
1001242,"South Berkeley Farmers' Market",-122.271925,37.847781
1006479,"SOUTH BOSTON FARMER'S MARKET",-71.046181,42.336215
1004809,"South Bronx Community Farmers Market",-73.914100,40.812300
1005608,"South Burlington Farmer's Market at Healthy Living Market",-73.180000,44.462800
1002758,"South Carolina State Farmers Market",-81.064382,33.902728
1005015,"South Chicago Farmers Market at Chief Nomo Oasis",-87.559100,41.744800
1001657,"South Durham Farmers' Market",-78.896556,35.889293
1003765,"South East Area Farmers' Market",-85.659542,42.927457
1003766,"South East Area Farmers' Market",-85.659180,42.947200
20308,"South East Erie Farmers Market",-80.049800,42.108500
1002577,"South Fork Farmers Market",-106.640000,37.670000
1003707,"South Gate Farmers Market",-118.183640,33.942027
1005474,"South Glens Falls Farmers Market",-73.633700,43.303100
1007805,"South Hampton Farmers' Market",-90.284400,38.586000
1004279,"South Haven Farmers Market",-86.272300,42.401900
1002526,"South Hill Farmers Market",-78.130300,36.724300
1001195,"South Holland's Town Center Market Place",-87.607040,41.600971
1002614,"South Jordan Farmers Market",-111.937464,40.558384
1005697,"South Kansas City's Farmers' Market",-94.499800,38.966600
1008693,"South Kearney Farmers' Market",-99.085738,40.683037
1001671,"South Kona Fruit Stand",-155.880000,19.413900
1004071,"South Lake Tahoe Tuesday Farmers Market",-119.979973,38.929719
1008082,"South Lake Union Market Featuring Pike Place Market Express",-122.336775,47.622460
1003404,"South Lansing Farmers Market",-84.576691,42.711711
1007388,"South Lyon Farmer & Artisan Market",-83.651898,42.459909
1007290,"South Madison Farmers Market",-89.394021,43.049993
1007291,"South Madison Farmers Market",-89.379230,43.035960
1008437,"South Maple Street Farmers Market",-97.813151,40.310193
1003655,"South Memphis Farmers Market",-90.033820,35.108730
1005849,"South Milford Farmers Market",-85.272424,41.533254
1001087,"South Milwaukee Downtown Market",-87.862200,42.914700
1003873,"South of Lake Farmers Market",-93.263500,44.932200
1008761,"South of the James Winter Market",-77.469863,37.516128
1001461,"South Pasadena Farmers Market",-118.157282,34.114739
1002313,"South Pearl Street Farmers' Market",-104.980470,39.688456
1001173,"South Perry Farmers' Market",-117.389817,47.646395
1001174,"South Perry Farmers' Market",-117.390000,47.646600
1005959,"South Riding Farmers Market",-77.501400,38.955800
1002991,"South Royalton Farmers' Market",-72.521224,43.819557
1003263,"South San Francisco Farmers Market",-122.427062,37.654732
1002503,"South Shore (Chicago) Farmers Market",-87.576300,41.766600
1000009,"South Shore Farmers Market",-87.882128,42.994023
1007106,"South Side Citiparks Farmers Market",-79.980500,40.428800
1002484,"South Side Farmers Market",-85.130224,41.054889
1000202,"South Sioux Farmers Market",-96.413237,42.475036
1002001,"South Street West Farmers Market",-75.167200,39.943900
1006196,"South Sumter Farmers Market",-80.340900,33.908200
1000947,"South Texas farmers Market",-98.328935,29.561429
1000948,"South Texas farmers Market",-98.490125,29.355650
1007168,"South Texas Farmers Market Association II",-98.506400,29.425200
1007178,"South Texas Farmers Market Association III",-98.398800,29.496500
1007174,"South Texas Farmers Market Association IV",-98.529200,29.410400
1002233,"South Toms River Farmers Market",-74.196000,39.947200
1008706,"South US 63 Farmers' Market",-92.324849,39.247804
1004774,"South Valley Growers' Market",-106.683930,35.018812
1006002,"South Village Market",-73.983000,40.721100
1004293,"South Wayne Farmer's Market",-89.870100,42.569200
1005441,"South Wedge Farmers Market",-77.602433,43.145982
1002968,"South Whidbey Tilth Farmers' Market",-122.474300,48.008640
1008290,"South Windsor Farmers’ Market",-72.551944,41.840979
1007251,"Southaven Farmers Market",-90.022500,34.991800
1007441,"SOUTHBURY FARMERS’ MARKET",-73.226100,41.469200
20309,"Southcentral Wisconsin Regional Harvest",-89.001700,42.717100
1006125,"Southeast Idaho Farmers Market",-112.453000,42.864800
1007254,"Southeastern North Carolina Farmers Market",-78.994000,34.611700
1006986,"Southern Fauquier Farmers Market",-77.789200,38.585300
1006130,"Southern Price Cty Farmers Market",-90.529400,45.537100
1002063,"Southern Tier Farmers Market",-78.454760,42.083150
1001748,"Southern Village Farmers Market",-79.065900,35.881018
1007489,"SOUTHINGTON - PLANTSVILLE FARMERS’ MARKET",-72.894500,41.579900
20310,"Southlands Farmer's Market",-104.770000,39.618500
1006254,"SouthPonte Farmers Market",-82.997000,39.891000
1002509,"Southport Green Market",-87.664900,41.950700
1000968,"Southport Waterfront Market",-78.017800,33.917600
1006157,"Southside Farmers' Market",-92.466800,39.720050
1007292,"SOUTHSIDE LABOR TEMPLE",-89.394600,43.049700
1004002,"Southside Vendors Market",-77.629400,37.451800
1001593,"Southwest Farmers Market",-85.868709,38.106638
1007293,"SOUTHWEST FARMERS MARKET",-89.472400,43.036500
